Accession,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MG711805.1,,"Butler,E.K., Rodgers,M.A., Coller,K.E., Barnaby,D., Krilich,E., Olivo,A., Cassidy,M., Mbanya,D., Kaptue,L., Ndembi,N., Cloherty,G.",2018-08-08T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,1,Cameroon,,Homo sapiens,,2015,,"Hepatitis delta virus isolate V73, complete genome"
MG926377.1,,"Shirazi,R., Ram,D., Rakovsky,A., Bucris,E., Gozlan,Y., Lustig,Y., Shaked-Mishan,P., Picard,O., Shemer-Avni,Y., Ben-Zvi,H., Halutz,O., Lurie,Y., Veizman,E., Carlebach,M., Braun,M., Naftaly,M.C., Shlomai,A., Safadi,R., Mendelson,E., Sklan,E.H., Ben-Ari,Z., Mor,O., Cohen- Naftaly,M., Ella Mendelson,E.",2018-04-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,1,Israel,,Homo sapiens,blood,2012-12-19,,"Hepatitis delta virus isolate 2000027_241471, complete genome"
MG926378.1,,"Shirazi,R., Ram,D., Rakovsky,A., Bucris,E., Gozlan,Y., Lustig,Y., Shaked-Mishan,P., Picard,O., Shemer-Avni,Y., Ben-Zvi,H., Halutz,O., Lurie,Y., Veizman,E., Carlebach,M., Braun,M., Naftaly,M.C., Shlomai,A., Safadi,R., Mendelson,E., Sklan,E.H., Ben-Ari,Z., Mor,O., Cohen- Naftaly,M., Ella Mendelson,E.",2018-04-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,1,Israel,,Homo sapiens,blood,2013-02-06,,"Hepatitis delta virus isolate 2000056_243099, complete genome"
MG926379.1,,"Shirazi,R., Ram,D., Rakovsky,A., Bucris,E., Gozlan,Y., Lustig,Y., Shaked-Mishan,P., Picard,O., Shemer-Avni,Y., Ben-Zvi,H., Halutz,O., Lurie,Y., Veizman,E., Carlebach,M., Braun,M., Naftaly,M.C., Shlomai,A., Safadi,R., Mendelson,E., Sklan,E.H., Ben-Ari,Z., Mor,O., Cohen- Naftaly,M., Ella Mendelson,E.",2018-04-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,1,Israel,,Homo sapiens,blood,2013-01-01,,"UNVERIFIED: Hepatitis delta virus isolate 2000074_243110, complete genome"
MG926380.1,,"Shirazi,R., Ram,D., Rakovsky,A., Bucris,E., Gozlan,Y., Lustig,Y., Shaked-Mishan,P., Picard,O., Shemer-Avni,Y., Ben-Zvi,H., Halutz,O., Lurie,Y., Veizman,E., Carlebach,M., Braun,M., Naftaly,M.C., Shlomai,A., Safadi,R., Mendelson,E., Sklan,E.H., Ben-Ari,Z., Mor,O., Cohen- Naftaly,M., Ella Mendelson,E.",2018-04-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,1,Israel,,Homo sapiens,blood,2013-07-04,,"Hepatitis delta virus isolate 2000138_243520, complete genome"
MG926381.1,,"Shirazi,R., Ram,D., Rakovsky,A., Bucris,E., Gozlan,Y., Lustig,Y., Shaked-Mishan,P., Picard,O., Shemer-Avni,Y., Ben-Zvi,H., Halutz,O., Lurie,Y., Veizman,E., Carlebach,M., Braun,M., Naftaly,M.C., Shlomai,A., Safadi,R., Mendelson,E., Sklan,E.H., Ben-Ari,Z., Mor,O., Cohen- Naftaly,M., Ella Mendelson,E.",2018-04-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,1,Israel,,Homo sapiens,blood,2015-06-25,,"Hepatitis delta virus isolate 2000320_243567, complete genome"
MG926382.1,,"Shirazi,R., Ram,D., Rakovsky,A., Bucris,E., Gozlan,Y., Lustig,Y., Shaked-Mishan,P., Picard,O., Shemer-Avni,Y., Ben-Zvi,H., Halutz,O., Lurie,Y., Veizman,E., Carlebach,M., Braun,M., Naftaly,M.C., Shlomai,A., Safadi,R., Mendelson,E., Sklan,E.H., Ben-Ari,Z., Mor,O., Cohen- Naftaly,M., Ella Mendelson,E.",2018-04-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,1,Israel,,Homo sapiens,blood,2015-04-05,,"Hepatitis delta virus isolate 2000356_243558, complete genome"
KY861350.1,,"Coller,K.E., Butler,E.K., Luk,K.C., Rodgers,M.A., Cassidy,M., Gersch,J., McNamara,A.L., Kuhns,M.C., Dawson,G.J., Kaptue,L., Bremer,B., Wedemeyer,H., Cloherty,G.A., Coller,K., Emily,B., Ka-Cheung,L., McNamara,A., Kuhns,M., Dawson,G., Cloherty,G.",2018-02-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Cameroon,,Homo sapiens,,2008-09-04,,"Hepatitis delta virus isolate 220-01, complete genome"
KY861351.1,,"Coller,K.E., Butler,E.K., Luk,K.C., Rodgers,M.A., Cassidy,M., Gersch,J., McNamara,A.L., Kuhns,M.C., Dawson,G.J., Kaptue,L., Bremer,B., Wedemeyer,H., Cloherty,G.A., Coller,K., Emily,B., Ka-Cheung,L., McNamara,A., Kuhns,M., Dawson,G., Cloherty,G.",2018-02-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1658,GenBank,complete,,,1,Cameroon,,Homo sapiens,,2008-01-12,,"Hepatitis delta virus isolate 515-74, complete genome"
KY861353.1,,"Coller,K.E., Butler,E.K., Luk,K.C., Rodgers,M.A., Cassidy,M., Gersch,J., McNamara,A.L., Kuhns,M.C., Dawson,G.J., Kaptue,L., Bremer,B., Wedemeyer,H., Cloherty,G.A., Coller,K., Emily,B., Ka-Cheung,L., McNamara,A., Kuhns,M., Dawson,G., Cloherty,G.",2018-02-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Cameroon,,Homo sapiens,,2008-03-25,,"Hepatitis delta virus isolate 886-24, complete genome"
KY861354.1,,"Coller,K.E., Butler,E.K., Luk,K.C., Rodgers,M.A., Cassidy,M., Gersch,J., McNamara,A.L., Kuhns,M.C., Dawson,G.J., Kaptue,L., Bremer,B., Wedemeyer,H., Cloherty,G.A., Coller,K., Emily,B., Ka-Cheung,L., McNamara,A., Kuhns,M., Dawson,G., Cloherty,G.",2018-02-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,1,Cameroon,,Homo sapiens,,2009,,"Hepatitis delta virus isolate 1038-64, complete genome"
KY861355.1,,"Coller,K.E., Butler,E.K., Luk,K.C., Rodgers,M.A., Cassidy,M., Gersch,J., McNamara,A.L., Kuhns,M.C., Dawson,G.J., Kaptue,L., Bremer,B., Wedemeyer,H., Cloherty,G.A., Coller,K., Emily,B., Ka-Cheung,L., McNamara,A., Kuhns,M., Dawson,G., Cloherty,G.",2018-02-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1631,GenBank,complete,,,1,Cameroon,,Homo sapiens,,2010,,"Hepatitis delta virus isolate 1134, complete genome"
KT722840.1,,"Liao,B., Chen,W., Ping,Q., Shi,H., He,H., Liu,H., Tan,Y., Lei,C., Cai,W., Lei,C.L., Cai,W.P., Liao,B.L., Chen,W.L., He,H.L., Tan,Y.Z.",2015-10-27T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,1,China,,Homo sapiens,blood,2014-08-12,,"Hepatitis delta virus isolate GZ37, complete genome"
KJ744214.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-03,,"Hepatitis delta virus isolate D1, complete genome"
KJ744215.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2006-06,,"Hepatitis delta virus isolate D2-A, complete genome"
KJ744216.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2007-06,,"Hepatitis delta virus isolate D2-B, complete genome"
KJ744217.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-06,,"Hepatitis delta virus isolate D2-C, complete genome"
KJ744218.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2006-05,,"Hepatitis delta virus isolate D5-A, complete genome"
KJ744220.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2007-08,,"Hepatitis delta virus isolate D7-A, complete genome"
KJ744221.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2007-09,,"Hepatitis delta virus isolate D7-B, complete genome"
KJ744222.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-04,,"Hepatitis delta virus isolate D7-C, complete genome"
KJ744223.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-12,,"Hepatitis delta virus isolate D7-D, complete genome"
KJ744224.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2010-02,,"Hepatitis delta virus isolate D8, complete genome"
KJ744225.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2007-09,,"Hepatitis delta virus isolate D9-A, complete genome"
KJ744226.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-09,,"Hepatitis delta virus isolate D9-B, complete genome"
KJ744227.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-01,,"Hepatitis delta virus isolate D10-A, complete genome"
KJ744228.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-02,,"Hepatitis delta virus isolate D10-B, complete genome"
KJ744229.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-12,,"Hepatitis delta virus isolate D13, complete genome"
KJ744230.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2004-10,,"Hepatitis delta virus isolate D15, complete genome"
KJ744231.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2009-06,,"Hepatitis delta virus isolate D17, complete genome"
KJ744232.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2006-07,,"Hepatitis delta virus isolate D18, complete genome"
KJ744233.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-02,,"Hepatitis delta virus isolate D21, complete genome"
KJ744234.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-02,,"Hepatitis delta virus isolate D23, complete genome"
KJ744235.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-02,,"Hepatitis delta virus isolate D24, complete genome"
KJ744237.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-02,,"Hepatitis delta virus isolate D27, complete genome"
KJ744238.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-02,,"Hepatitis delta virus isolate D28, complete genome"
KJ744240.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-02,,"Hepatitis delta virus isolate D32, complete genome"
KJ744241.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-02,,"Hepatitis delta virus isolate D33, complete genome"
KJ744242.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1672,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-02,,"Hepatitis delta virus isolate D34, complete genome"
KJ744243.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2007-02,,"Hepatitis delta virus isolate D37-A, complete genome"
KJ744244.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2007-08,,"Hepatitis delta virus isolate D37-B, complete genome"
KJ744245.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1683,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2006-05,,"Hepatitis delta virus isolate D39-A, complete genome"
KJ744247.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2007-05,,"Hepatitis delta virus isolate D43, complete genome"
KJ744248.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2010-04,,"Hepatitis delta virus isolate D49, complete genome"
KJ744249.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2007-03,,"Hepatitis delta virus isolate D51, complete genome"
KJ744250.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2004-10,,"Hepatitis delta virus isolate D52, complete genome"
KJ744253.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1683,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2007-02,,"Hepatitis delta virus isolate D60, complete genome"
KJ744254.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-04,,"Hepatitis delta virus isolate D64, complete genome"
KJ744255.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2003-04,,"Hepatitis delta virus isolate D66, complete genome"
KJ744256.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2005-10,,"Hepatitis delta virus isolate D69, complete genome"
KJ744257.1,,"Shirvani-Dastgerdi,E., Amini-Bavil-Olyaee,S., Alavian,S.M., Trautwein,C., Tacke,F.",2015-02-25T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1681,GenBank,complete,,,1,Iran,,Homo sapiens,blood,2008-01,,"Hepatitis delta virus isolate D70, complete genome"
HQ005364.1,,"Celik,I., Karatayli,E., Cevik,E., Kabakci,S.G., Karatayli,S.C., Dinc,B., Cinar,K., Yalcin,K., Idilman,R., Yurdaydin,C., Bozdayi,A.M.",2010-09-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1681,GenBank,complete,,,1,Turkey,,Homo sapiens,,,,"Hepatitis delta virus isolate 5, complete genome"
HQ005365.1,,"Celik,I., Karatayli,E., Cevik,E., Kabakci,S.G., Karatayli,S.C., Dinc,B., Cinar,K., Yalcin,K., Idilman,R., Yurdaydin,C., Bozdayi,A.M.",2010-09-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,1,Turkey,,Homo sapiens,,,,"Hepatitis delta virus isolate 7, complete genome"
HQ005366.1,,"Celik,I., Karatayli,E., Cevik,E., Kabakci,S.G., Karatayli,S.C., Dinc,B., Cinar,K., Yalcin,K., Idilman,R., Yurdaydin,C., Bozdayi,A.M.",2010-09-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1683,GenBank,complete,,,1,Turkey,,Homo sapiens,,,,"Hepatitis delta virus isolate 6, complete genome"
HQ005367.1,,"Celik,I., Karatayli,E., Cevik,E., Kabakci,S.G., Karatayli,S.C., Dinc,B., Cinar,K., Yalcin,K., Idilman,R., Yurdaydin,C., Bozdayi,A.M.",2010-09-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1685,GenBank,complete,,,1,Turkey,,Homo sapiens,,,,"Hepatitis delta virus isolate 8, complete genome"
HQ005368.1,,"Celik,I., Karatayli,E., Cevik,E., Kabakci,S.G., Karatayli,S.C., Dinc,B., Cinar,K., Yalcin,K., Idilman,R., Yurdaydin,C., Bozdayi,A.M.",2010-09-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1681,GenBank,complete,,,1,Turkey,,Homo sapiens,,,,"Hepatitis delta virus isolate 9, complete genome"
HQ005369.1,,"Celik,I., Karatayli,E., Cevik,E., Kabakci,S.G., Karatayli,S.C., Dinc,B., Cinar,K., Yalcin,K., Idilman,R., Yurdaydin,C., Bozdayi,A.M.",2010-09-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,1,Turkey,,Homo sapiens,,,,"Hepatitis delta virus isolate 4, complete genome"
HQ005370.1,,"Celik,I., Karatayli,E., Cevik,E., Kabakci,S.G., Karatayli,S.C., Dinc,B., Cinar,K., Yalcin,K., Idilman,R., Yurdaydin,C., Bozdayi,A.M.",2010-09-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Turkey,,Homo sapiens,,,,"Hepatitis delta virus isolate 1, complete genome"
HQ005371.1,,"Celik,I., Karatayli,E., Cevik,E., Kabakci,S.G., Karatayli,S.C., Dinc,B., Cinar,K., Yalcin,K., Idilman,R., Yurdaydin,C., Bozdayi,A.M.",2010-09-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Turkey,,Homo sapiens,,,,"Hepatitis delta virus isolate 2, complete genome"
HQ005372.1,,"Celik,I., Karatayli,E., Cevik,E., Kabakci,S.G., Karatayli,S.C., Dinc,B., Cinar,K., Yalcin,K., Idilman,R., Yurdaydin,C., Bozdayi,A.M.",2010-09-07T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,1,Turkey,,Homo sapiens,,,,"Hepatitis delta virus isolate 3, complete genome"
AY633627.1,,"Behzadian,F., Sabahi,F., Karimi,M., Sadeghizadeh,M., Maghsoudi,N., Forooshani,R.S., Shahinsaz,L., Behzadian,F. III, Karimi Arzenani,M.",2004-10-10T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,1,Iran,,,,,,"Hepatitis delta virus isolate IR-1, complete genome"
AY261457.1,,"Hsu,S.C., Wu,J.C., Sheen,I.J., Syu,W.J., Wu,J.",2004-03-01T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,1,,,,,,,"Hepatitis D virus isolate TW2479-12s, complete genome"
AB118818.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus genomic RNA, complete genome, strain:Miyako(JA-M2)"
AB118819.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1683,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M3)"
AB118820.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis D virus DNA, complete genome, strain:Miyako(JA-M4)"
AB118821.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M5)"
AB118822.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M6)"
AB118823.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M7)"
