Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
JX479906.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,339,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 508_19_339 clone-lib P3, complete sequence"
JX479907.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 509_19_338 clone-lib P3, complete sequence"
JX479908.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 510_19_338 clone-lib P3, complete sequence"
JX479909.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 511_19_337 clone-lib P3, complete sequence"
JX479910.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,339,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 512_19_339 clone-lib P3, complete sequence"
JX479911.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,339,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 513_19_339 clone-lib P3, complete sequence"
JX479912.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 514_19_338 clone-lib P3, complete sequence"
JX479913.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 515_19_338 clone-lib P3, complete sequence"
JX479914.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 516_19_337 clone-lib P3, complete sequence"
JX479915.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 517_19_337 clone-lib P3, complete sequence"
JX479916.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 518_19_337 clone-lib P3, complete sequence"
JX479917.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 519_19_336 clone-lib P3, complete sequence"
JX479918.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 520_19_338 clone-lib P3, complete sequence"
JX479919.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 521_19_337 clone-lib P3, complete sequence"
JX479920.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,340,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 522_19_340 clone-lib P3, complete sequence"
JX479921.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 523_19_337 clone-lib P3, complete sequence"
JX479922.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 524_19_338 clone-lib P3, complete sequence"
JX479923.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 525_19_337 clone-lib P3, complete sequence"
JX479924.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 526_19_336 clone-lib P3, complete sequence"
JX479925.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 527_19_337 clone-lib P3, complete sequence"
JX479926.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 528_18_338 clone-lib P3, complete sequence"
JX479927.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 529_18_337 clone-lib P3, complete sequence"
JX479928.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 530_18_336 clone-lib P3, complete sequence"
JX479929.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 531_18_336 clone-lib P3, complete sequence"
JX479930.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 532_18_336 clone-lib P3, complete sequence"
JX479931.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 533_18_338 clone-lib P3, complete sequence"
JX479932.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 534_18_338 clone-lib P3, complete sequence"
JX479933.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 535_18_337 clone-lib P3, complete sequence"
JX479934.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 536_18_338 clone-lib P3, complete sequence"
JX479935.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 537_18_338 clone-lib P3, complete sequence"
JX479936.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 538_18_337 clone-lib P3, complete sequence"
JX479937.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,339,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 539_18_339 clone-lib P3, complete sequence"
JX479938.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 540_18_338 clone-lib P3, complete sequence"
JX479939.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 541_18_338 clone-lib P3, complete sequence"
JX479940.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 542_18_337 clone-lib P3, complete sequence"
JX479941.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 543_18_338 clone-lib P3, complete sequence"
JX479942.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 544_18_338 clone-lib P3, complete sequence"
JX479943.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 545_18_336 clone-lib P3, complete sequence"
JX479944.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 546_17_337 clone-lib P3, complete sequence"
JX479945.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 547_17_338 clone-lib P3, complete sequence"
JX479946.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 548_17_338 clone-lib P3, complete sequence"
JX479947.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 549_17_338 clone-lib P3, complete sequence"
JX479948.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 550_17_338 clone-lib P3, complete sequence"
JX479949.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 551_17_338 clone-lib P3, complete sequence"
JX479950.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 552_17_337 clone-lib P3, complete sequence"
JX479951.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 553_17_338 clone-lib P3, complete sequence"
JX479952.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 554_17_338 clone-lib P3, complete sequence"
JX479953.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 555_17_337 clone-lib P3, complete sequence"
JX479954.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,339,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 556_17_339 clone-lib P3, complete sequence"
JX479955.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 557_17_337 clone-lib P3, complete sequence"
JX479956.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 558_17_337 clone-lib P3, complete sequence"
JX479957.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 559_17_338 clone-lib P3, complete sequence"
JX479958.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,339,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 560_17_339 clone-lib P3, complete sequence"
JX479959.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 561_17_336 clone-lib P3, complete sequence"
JX479960.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 562_17_338 clone-lib P3, complete sequence"
JX479961.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 563_17_338 clone-lib P3, complete sequence"
JX479962.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 564_17_337 clone-lib P3, complete sequence"
JX479963.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 565_17_337 clone-lib P3, complete sequence"
JX479964.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 566_17_338 clone-lib P3, complete sequence"
JX479965.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 567_16_338 clone-lib P3, complete sequence"
JX479966.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 568_16_338 clone-lib P3, complete sequence"
JX479967.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 569_16_338 clone-lib P3, complete sequence"
JX479968.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,340,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 570_16_340 clone-lib P3, complete sequence"
JX479969.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 571_16_337 clone-lib P3, complete sequence"
JX479970.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 572_16_337 clone-lib P3, complete sequence"
JX479971.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 573_16_337 clone-lib P3, complete sequence"
JX479972.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 574_16_338 clone-lib P3, complete sequence"
JX479973.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 575_16_338 clone-lib P3, complete sequence"
JX479974.1,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,339,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 576_16_339 clone-lib P3, complete sequence"
JX479975.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 577_16_335 clone-lib P3, complete sequence"
JX479976.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 578_16_337 clone-lib P3, complete sequence"
JX479977.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 579_16_338 clone-lib P3, complete sequence"
JX479978.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 580_16_337 clone-lib P3, complete sequence"
JX479979.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 581_16_338 clone-lib P3, complete sequence"
JX479980.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 582_16_338 clone-lib P3, complete sequence"
JX479981.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 583_16_337 clone-lib P3, complete sequence"
JX479982.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 584_16_337 clone-lib P3, complete sequence"
JX479983.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 585_16_337 clone-lib P3, complete sequence"
JX479984.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 586_15_338 clone-lib P3, complete sequence"
JX479985.2,,"Glouzon,J.-P.S., Bolduc,F., Najmanovich,R., Wang,S., Perreault,J.-P.",2012-10-01T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,,,,,Prunus persica,,,,"Peach latent mosaic viroid clone 587_15_338 clone-lib P3, complete sequence"
