Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
EF613190.1,,"Liu,S., Li,S., Zhu,J., Xiang,B., Cao,L.",2007-06-16T00:00:00Z,T13,Hop latent viroid,Cocadviroid,Pospiviroidae,ssRNA,256,GenBank,complete,,,,China: Tacheng,China,,,plant leaf,,,"Hop latent viroid isolate T13, complete genome"
EF613191.1,,"Liu,S., Li,S., Zhu,J., Xiang,B., Cao,L.",2007-06-16T00:00:00Z,Y3,Hop latent viroid,Cocadviroid,Pospiviroidae,ssRNA,256,GenBank,complete,,,,China: Yili,China,,,plant leaf,,,"Hop latent viroid isolate Y3, complete genome"
EF613192.1,,"Liu,S., Li,S., Zhu,J., Xiang,B., Cao,L.",2007-06-16T00:00:00Z,Y7,Hop latent viroid,Cocadviroid,Pospiviroidae,ssRNA,256,GenBank,complete,,,,China: Yili,China,,,plant leaf,,,"Hop latent viroid isolate Y7, complete genome"
EF582392.1,,"James,T., Mulholland,V., Jeffries,C., Chard,J.",2007-06-03T00:00:00Z,,Tomato chlorotic dwarf viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,,,,,Petunia,,,,"Tomato chlorotic dwarf viroid, complete genome"
EF582393.1,,"James,T., Mulholland,V., Jeffries,C., Chard,J.",2007-06-03T00:00:00Z,,Tomato chlorotic dwarf viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,,,,,Petunia,,,,"Tomato chlorotic dwarf viroid, complete genome"
EF580923.1,,"Verhoeven,J.T.J., Jansen,C.C.C., Roenhorst,J.W.",2007-05-27T00:00:00Z,3497501-9B,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,357,GenBank,complete,,,,,,,Streptosolen jamesonii,,,,"Potato spindle tuber viroid isolate 3497501-9B, complete genome"
EF551346.1,,"Skelton,A., Monger,W.A.",2007-05-20T00:00:00Z,,Tomato apical stunt viroid,Pospiviroid,Pospiviroidae,ssRNA,361,GenBank,complete,,,,Senegal,Senegal,,,fruit,,,"Tomato apical stunt viroid from Senegal, complete genome"
EF530209.1,,"Lolic,B., Afechtal,M., Myrta,A., Di Serio,F.",2007-05-07T00:00:00Z,PB-BR,Pear blister canker viroid,Apscaviroid,Pospiviroidae,ssRNA,316,GenBank,complete,,,,Bosnia and Herzegovina,Bosnia and Herzegovina,,Pyrus communis,plant leaf,,,"Pear blister canker viroid variant PB-BR1, complete genome"
EF530210.1,,"Lolic,B., Afechtal,M., Myrta,A., Di Serio,F.",2007-05-07T00:00:00Z,PB-BR,Pear blister canker viroid,Apscaviroid,Pospiviroidae,ssRNA,315,GenBank,complete,,,,Bosnia and Herzegovina,Bosnia and Herzegovina,,Pyrus communis,plant leaf,,,"Pear blister canker viroid variant PB-BR3, complete genome"
EF530211.1,,"Lolic,B., Afechtal,M., Myrta,A., Di Serio,F.",2007-05-07T00:00:00Z,PB-BR,Pear blister canker viroid,Apscaviroid,Pospiviroidae,ssRNA,316,GenBank,complete,,,,Bosnia and Herzegovina,Bosnia and Herzegovina,,Pyrus communis,plant leaf,,,"Pear blister canker viroid variant PB-BR4, complete genome"
EF530212.1,,"Lolic,B., Afechtal,M., Myrta,A., Di Serio,F.",2007-05-07T00:00:00Z,PB-BR,Pear blister canker viroid,Apscaviroid,Pospiviroidae,ssRNA,316,GenBank,complete,,,,Bosnia and Herzegovina,Bosnia and Herzegovina,,Pyrus communis,plant leaf,,,"Pear blister canker viroid variant PB-BR5, complete genome"
EF051631.1,,"Candresse,T., Marais,A., Ollivier,F., Verdin,E., Blancard,D.",2007-05-01T00:00:00Z,,Tomato apical stunt viroid,Pospiviroid,Pospiviroidae,ssRNA,362,GenBank,complete,,,,Senegal,Senegal,,Solanum lycopersicum,,,,"Tomato apical stunt viroid from Senegal, complete genome"
EF494677.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-f-1,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,Vicia faba,,,,"Citrus exocortis viroid isolate CEVd-f-1, complete genome"
EF494678.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-f-2,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,Vicia faba,,,,"Citrus exocortis viroid isolate CEVd-f-2, complete genome"
EF494679.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-f-3,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,Vicia faba,,,,"Citrus exocortis viroid isolate CEVd-f-3, complete genome"
EF494680.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-f-4,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,373,GenBank,complete,,,1,,,,Vicia faba,,,,"Citrus exocortis viroid isolate CEVd-f-4, complete genome"
EF494681.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-f-5,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,Vicia faba,,,,"Citrus exocortis viroid isolate CEVd-f-5, complete genome"
EF494682.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-f-6,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,Vicia faba,,,,"Citrus exocortis viroid isolate CEVd-f-6, complete genome"
EF494683.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-1,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-1, complete genome"
EF494684.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-2,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-2, complete genome"
EF494685.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-3,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-3, complete genome"
EF494686.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-4,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-4, complete genome"
EF494687.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-5,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-5, complete genome"
EF494688.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-6,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-6, complete genome"
EF494689.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-7,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-7, complete genome"
EF494690.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-8,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-8, complete genome"
EF494691.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-9,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-9, complete genome"
EF494692.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-10,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-10, complete genome"
EF494693.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-11,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-11, complete genome"
EF494694.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-12,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-12, complete genome"
EF494695.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-13,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-13, complete genome"
EF494696.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-14,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-14, complete genome"
EF494697.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-29T00:00:00Z,CEVd-t-15,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,1,,,,,,,,"Citrus exocortis viroid isolate CEVd-t-15, complete genome"
EF488049.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-20,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-20, complete genome"
EF488050.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-19,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-19, complete genome"
EF488051.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-18,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-18, complete genome"
EF488052.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-17,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-17, complete genome"
EF488053.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-16,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-16, complete genome"
EF488054.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-15,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-15, complete genome"
EF488055.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-14,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-14, complete genome"
EF488056.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-13,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-13, complete genome"
EF488057.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-12,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-12, complete genome"
EF488058.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-11,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-11, complete genome"
EF488059.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-10,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-10, complete genome"
EF488060.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-9,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-9, complete genome"
EF488061.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-8,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-8, complete genome"
EF488062.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-7,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-7, complete genome"
EF488063.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-6,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-6, complete genome"
EF488064.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-5,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-5, complete genome"
EF488065.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-4,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,372,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-4, complete genome"
EF488066.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-3,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,373,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-3, complete genome"
EF488067.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-2,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,370,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-2, complete genome"
EF488068.1,,"Gandia,M., Bernad,L., Rubio,L., Duran-Vila,N.",2007-04-04T00:00:00Z,CEVd-i-1,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,370,GenBank,complete,,,,,,,,,,,"Citrus exocortis viroid isolate CEVd-i-1, complete genome"
EF459697.1,,"Di Serio,F.",2007-03-26T00:00:00Z,PS-Sj-5f,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,357,GenBank,complete,,,,Italy,Italy,,Solanum laxum,plant leaf,,,"Potato spindle tuber viroid variant PS-Sj-5f2, complete genome"
EF459698.1,,"Di Serio,F.",2007-03-26T00:00:00Z,PS-Sj-T,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,357,GenBank,complete,,,,Italy,Italy,,Solanum laxum,plant leaf,,,"Potato spindle tuber viroid variant PS-Sj-T4, complete genome"
EF459699.1,,"Di Serio,F.",2007-03-26T00:00:00Z,PS-Sj-T,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,357,GenBank,complete,,,,Italy,Italy,,Solanum laxum,plant leaf,,,"Potato spindle tuber viroid variant PS-Sj-T3, complete genome"
EF459700.1,,"Di Serio,F.",2007-03-26T00:00:00Z,PS-Sr,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,357,GenBank,complete,,,,Italy,Italy,,Lycianthes rantonnei,plant leaf,,,"Potato spindle tuber viroid variant PS-Sr1, complete genome"
EF459701.1,,"Di Serio,F.",2007-03-26T00:00:00Z,PS-Sr,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,357,GenBank,complete,,,,Italy,Italy,,Lycianthes rantonnei,plant leaf,,,"Potato spindle tuber viroid variant PS-Sr2, complete genome"
EF192393.1,,"Verhoeven,J.T.J., Jansen,C.C.C., Roenhorst,J.W.",2007-01-10T00:00:00Z,3373056,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,357,GenBank,complete,,,,,,,Solanum laxum,,,,"Potato spindle tuber viroid isolate 3373056, complete genome"
EF192394.1,,"Verhoeven,J.T.J., Jansen,C.C.C., Roenhorst,J.W.",2007-01-10T00:00:00Z,3077740,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,,,,,Brugmansia suaveolens,,,,"Potato spindle tuber viroid isolate 3077740, complete genome"
EF192395.1,,"Verhoeven,J.T.J., Jansen,C.C.C., Roenhorst,J.W.",2007-01-10T00:00:00Z,3123751,Tomato apical stunt viroid,Pospiviroid,Pospiviroidae,ssRNA,360,GenBank,complete,,,,,,,Cestrum,,,,"Tomato apical stunt viroid isolate 3123751, complete genome"
EF192396.2,,"Verhoeven,J.T.J., Jansen,C.C.C., Roenhorst,J.W.",2007-01-10T00:00:00Z,3123575,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,373,GenBank,complete,,,,,,,Verbena,,,,"Citrus exocortis viroid isolate 3123575, complete genome"
EF186989.1,,"Alavi,S.M., Hashemi Sohi,H., Ahoonmanesh,A., Rahimian,H.",2007-01-01T00:00:00Z,LMPE3,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,370,GenBank,complete,,,,Iran,Iran,,Citrus sinensis,,,,"Citrus exocortis viroid isolate LMPE3, complete genome"
EF186990.1,,"Alavi,S.M., Hashemi Sohi,H., Ahoonmanesh,A., Rahimian,H.",2007-01-01T00:00:00Z,LMPEm,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,370,GenBank,complete,,,,Iran,Iran,,Citrus sinensis,,,,"Citrus exocortis viroid isolate LMPEm, complete genome"
EF186991.1,,"Alavi,S.M., Hashemi Sohi,H., Ahoonmanesh,A., Rahimian,H.",2007-01-01T00:00:00Z,BSE,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,370,GenBank,complete,,,,Iran,Iran,,Citrus sinensis,,,,"Citrus exocortis viroid isolate BSE, complete genome"
EF186992.1,,"Alavi,S.M., Hashemi Sohi,H., Ahoonmanesh,A., Rahimian,H.",2007-01-01T00:00:00Z,LMSX2,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,300,GenBank,complete,,,,Iran,Iran,,Citrus reticulata,,,,"Hop stunt viroid isolate LMSX2, complete genome"
EF151290.1,,"Mandic,B., Al Rwahnih,M., Myrta,A., Gomez,G., Pallas,V.",2006-12-26T00:00:00Z,HSVd.56,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,297,GenBank,complete,,,,Serbia,Serbia,,Prunus,,,,"Hop stunt viroid isolate HSVd.56, complete genome"
EF151291.1,,"Mandic,B., Al Rwahnih,M., Myrta,A., Gomez,G., Pallas,V.",2006-12-26T00:00:00Z,HSVd.427,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,294,GenBank,complete,,,,Serbia,Serbia,,Prunus,,,,"Hop stunt viroid isolate HSVd.427, complete genome"
EF126046.1,,"Alavi,S.M., Hashemi Sohi,H., Ahoonmanesh,A., Sabooroo Monfared,A., Arab,F., Rahimian,H.",2006-12-11T00:00:00Z,UMCX1,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,300,GenBank,complete,,,,Iran: Northern Iran,Iran,,Citrus reticulata,plant stem,,,"Hop stunt viroid isolate UMCX1, complete genome"
EF126047.1,,"Alavi,S.M., Hashemi Sohi,H., Ahoonmanesh,A., Rahimian,H.",2006-12-11T00:00:00Z,LMPE7,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,371,GenBank,complete,,,,Iran: Northern Iran,Iran,,,,,,"Citrus exocortis viroid isolate LMPE7, complete genome"
EF126048.1,,"Alavi,S.M., Hashemi Sohi,H., Ahoonmanesh,A., Rahimian,H.",2006-12-11T00:00:00Z,LMPE4,Citrus exocortis viroid,Pospiviroid,Pospiviroidae,ssRNA,370,GenBank,complete,,,,Iran: Mazandaran Province,Iran,,,,,,"Citrus exocortis viroid isolate LMPE4, complete genome"
DQ308555.1,,"Pourrahim,R., Farzadfar,S., Golnaraghi,A.R., Ahoonmanesh,A.",2006-12-01T00:00:00Z,PSTVd-Ar21,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,364,GenBank,complete,,,,Iran,Iran,,Solanum tuberosum,,,,"Potato spindle tuber viroid isolate PSTVd-Ar21, complete genome"
DQ308556.1,,"Pourrahim,R., Farzadfar,S., Golnaraghi,A.R., Ahoonmanesh,A.",2006-12-01T00:00:00Z,PSTVd-H08,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,357,GenBank,complete,,,,Iran,Iran,,Solanum tuberosum,,,,"Potato spindle tuber viroid isolate PSTVd-H08, complete genome"
DQ308557.1,,"Pourrahim,R., Farzadfar,S., Golnaraghi,A.R., Ahoonmanesh,A.",2006-12-01T00:00:00Z,PSTVd-H31,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,,Iran,Iran,,Solanum tuberosum,,,,"Potato spindle tuber viroid isolate PSTVd-H31, complete genome"
DQ308558.1,,"Pourrahim,R., Farzadfar,S., Golnaraghi,A.R., Ahoonmanesh,A.",2006-12-01T00:00:00Z,PSTVd-H112,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,,Iran,Iran,,Solanum tuberosum,,,,"Potato spindle tuber viroid isolate PSTVd-H112, complete genome"
DQ308559.1,,"Pourrahim,R., Farzadfar,S., Golnaraghi,A.R., Ahoonmanesh,A.",2006-12-01T00:00:00Z,PSTVd-Es122,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,,Iran,Iran,,Solanum tuberosum,,,,"Potato spindle tuber viroid isolate PSTVd-Es122, complete genome"
DQ308560.1,,"Pourrahim,R., Farzadfar,S., Golnaraghi,A.R., Ahoonmanesh,A.",2006-12-01T00:00:00Z,PSTVd-Ar74,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,361,GenBank,complete,,,,Iran,Iran,,Solanum tuberosum,,,,"Potato spindle tuber viroid isolate PSTVd-Ar74, complete genome"
DQ308561.1,,"Pourrahim,R., Farzadfar,S., Golnaraghi,A.R., Ahoonmanesh,A.",2006-12-01T00:00:00Z,PSTVd-Es148,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,,Iran,Iran,,Solanum tuberosum,,,,"Potato spindle tuber viroid isolate PSTVd-Es148, complete genome"
DQ406591.1,,"Verhoeven,J.T.J., Jansen,C.C.C., Roenhorst,J.W.",2006-12-01T00:00:00Z,,Chrysanthemum stunt viroid,Pospiviroid,Pospiviroidae,ssRNA,354,GenBank,complete,,,,,,,Solanum laxum,,,,"Chrysanthemum stunt viroid, complete genome"
DQ859013.1,,"Verhoeven,J.T.J., Jansen,C.C.C., Werkman,A.W., Roenhorst,J.W.",2006-12-01T00:00:00Z,Q05441,Tomato chlorotic dwarf viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,,,,,,,,,"Tomato chlorotic dwarf viroid isolate Q05441, complete genome"
EF080841.1,,"Zhou,Y., Li,S.",2006-11-26T00:00:00Z,,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,297,GenBank,complete,,,,,,,Prunus persica,,,,"Hop stunt viroid clone 4aHSVd11-5, complete genome"
EF080842.1,,"Zhou,Y., Li,S.",2006-11-26T00:00:00Z,,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,297,GenBank,complete,,,,,,,Prunus persica,,,,"Hop stunt viroid clone 4aHSVd11-2, complete genome"
EF080843.1,,"Zhou,Y., Li,S.",2006-11-26T00:00:00Z,,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,296,GenBank,complete,,,,,,,Prunus persica,,,,"Hop stunt viroid clone 4aHSVd11-6, complete genome"
EF080844.1,,"Zhou,Y., Li,S.",2006-11-26T00:00:00Z,,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,297,GenBank,complete,,,,,,,Prunus persica,,,,"Hop stunt viroid clone 5aHSVd11-1, complete genome"
EF080845.1,,"Zhou,Y., Li,S.",2006-11-26T00:00:00Z,,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,297,GenBank,complete,,,,,,,Prunus persica,,,,"Hop stunt viroid clone 5aHSVd11-2, complete genome"
EF080846.1,,"Zhou,Y., Li,S.",2006-11-26T00:00:00Z,,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,297,GenBank,complete,,,,,,,Prunus persica,,,,"Hop stunt viroid clone 6aHSVd11-1, complete genome"
EF080847.1,,"Zhou,Y., Li,S.",2006-11-26T00:00:00Z,,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,297,GenBank,complete,,,,,,,Prunus persica,,,,"Hop stunt viroid clone 6aHSVd11-2, complete genome"
EF080848.1,,"Zhou,Y., Li,S.",2006-11-26T00:00:00Z,,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,297,GenBank,complete,,,,,,,Prunus persica,,,,"Hop stunt viroid clone 6aHSVd11-4, complete genome"
EF080849.1,,"Zhou,Y., Li,S.",2006-11-26T00:00:00Z,,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,296,GenBank,complete,,,,,,,Prunus persica,,,,"Hop stunt viroid clone 6aHSVd11-5, complete genome"
EF080850.1,,"Zhou,Y., Li,S., Cheng,Z., Zhao,J., Jiang,Q.",2006-11-26T00:00:00Z,,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,296,GenBank,complete,,,,,,,Prunus persica,,,,"Hop stunt viroid clone t19HSVd11-5, complete genome"
