MT993977.1	MT993977.1
JQ889854.1	MW311597.1
JQ889854.1	MW311598.1
JQ889854.1	MW311600.1
JQ889854.1	MW311601.1
JQ889854.1	MW311602.1
JQ889854.1	MW311603.1
JQ889854.1	MW313679.1
JQ889854.1	MW311604.1
JQ889854.1	MW311605.1
JQ889854.1	MW311606.1
JQ889854.1	MW311607.1
JQ889854.1	MW311608.1
JQ889854.1	MW311609.1
JQ889854.1	MW311611.1
JQ889854.1	MW311612.1
JQ889854.1	MW311613.1
JQ889854.1	MW311614.1
JQ889854.1	MW311615.1
JQ889854.1	MW311616.1
JQ889854.1	MW311617.1
JQ889854.1	MW311618.1
JQ889854.1	MW311619.1
JQ889854.1	MW311620.1
JQ889854.1	MW311621.1
JQ889854.1	MW311622.1
JQ889854.1	MW311623.1
JQ889854.1	MW313750.1
JQ889854.1	MW311624.1
JQ889854.1	MW311625.1
JQ889854.1	MW311626.1
JQ889854.1	MW312053.1
JQ889854.1	MW312054.1
JQ889854.1	MW312070.1
JQ889854.1	MW312436.1
JQ889854.1	MW312453.1
JQ889854.1	MW312454.1
JQ889854.1	MW312455.1
JQ889854.1	MW311627.1
JQ889854.1	MW311628.1
JQ889854.1	MW311629.1
JQ889854.1	MW311630.1
JQ889854.1	MW311631.1
JQ889854.1	MW311632.1
JQ889854.1	MW311633.1
JQ889854.1	MW313783.1
JQ889854.1	MW311634.1
JQ889854.1	MW311635.1
JQ889854.1	MW311637.1
JQ889854.1	MW311638.1
JQ889854.1	MW311639.1
JQ889854.1	MW311640.1
JQ889854.1	MW313757.1
JQ889854.1	MW311641.1
JQ889854.1	MW311642.1
JQ889854.1	MW311644.1
JQ889854.1	MW311645.1
JQ889854.1	MW311646.1
JQ889854.1	MW311647.1
JQ889854.1	MW311648.1
JQ889854.1	MW311649.1
JQ889854.1	MW311650.1
JQ889854.1	MW311651.1
JQ889854.1	MW311652.1
JQ889854.1	MW311653.1
JQ889854.1	MW311654.1
JQ889854.1	MW313744.1
JQ889854.1	MW311655.1
JQ889854.1	MW311656.1
JQ889854.1	MW311657.1
JQ889854.1	MW311658.1
JQ889854.1	MW311659.1
JQ889854.1	MW311660.1
JQ889854.1	MW311661.1
JQ889854.1	MW311662.1
JQ889854.1	MW311663.1
JQ889854.1	MW311664.1
JQ889854.1	MW311665.1
JQ889854.1	MW311666.1
JQ889854.1	MW311667.1
JQ889854.1	MW313762.1
JQ889854.1	MW311668.1
JQ889854.1	MW311669.1
JQ889854.1	MW311670.1
JQ889854.1	MW311671.1
JQ889854.1	MW311672.1
JQ889854.1	MW311673.1
JQ889854.1	MW311674.1
JQ889854.1	MW311675.1
JQ889854.1	MW311676.1
JQ889854.1	MW311677.1
JQ889854.1	MW311678.1
JQ889854.1	MW311679.1
JQ889854.1	MW311680.1
JQ889854.1	MW311681.1
JQ889854.1	MW311682.1
JQ889854.1	MW311747.1
JQ889854.1	MW311785.1
JQ889854.1	MW311802.1
JQ889854.1	MW312327.1
JQ889854.1	MW312341.1
JQ889854.1	MW312350.1
JQ889854.1	MW311683.1
JQ889854.1	MW311684.1
JQ889854.1	MW311685.1
JQ889854.1	MW311687.1
JQ889854.1	MW311688.1
JQ889854.1	MW311695.1
JQ889854.1	MW312116.1
JQ889854.1	MW312360.1
JQ889854.1	MW311689.1
JQ889854.1	MW311690.1
JQ889854.1	MW311691.1
JQ889854.1	MW311692.1
JQ889854.1	MW311694.1
JQ889854.1	MW311697.1
JQ889854.1	MW311698.1
JQ889854.1	MW311699.1
JQ889854.1	MW311701.1
JQ889854.1	MW311703.1
JQ889854.1	MW311704.1
JQ889854.1	MW311705.1
JQ889854.1	MW311706.1
JQ889854.1	MW311707.1
JQ889854.1	MW311708.1
JQ889854.1	MW311693.1
JQ889854.1	MW311905.1
JQ889854.1	MW312335.1
JQ889854.1	MW312364.1
JQ889854.1	MW312398.1
JQ889854.1	MW312400.1
JQ889854.1	MW311709.1
JQ889854.1	MW311710.1
JQ889854.1	MW311730.1
JQ889854.1	MW311746.1
JQ889854.1	MW311759.1
JQ889854.1	MW312155.1
JQ889854.1	MW312321.1
JQ889854.1	MW312345.1
JQ889854.1	MW312372.1
JQ889854.1	MW312383.1
JQ889854.1	MW312397.1
JQ889854.1	MW311712.1
JQ889854.1	MW311713.1
JQ889854.1	MW311714.1
JQ889854.1	MW311716.1
JQ889854.1	MW311718.1
JQ889854.1	MW311719.1
JQ889854.1	MW311720.1
JQ889854.1	MW311721.1
JQ889854.1	MW311722.1
JQ889854.1	MW311723.1
JQ889854.1	MW311724.1
JQ889854.1	MW311726.1
JQ889854.1	MW311727.1
JQ889854.1	MW311728.1
JQ889854.1	MW311731.1
JQ889854.1	MW311732.1
JQ889854.1	MW311733.1
JQ889854.1	MW311734.1
JQ889854.1	MW311735.1
JQ889854.1	MW311737.1
JQ889854.1	MW311738.1
JQ889854.1	MW311739.1
JQ889854.1	MW311740.1
JQ889854.1	MW311741.1
JQ889854.1	MW311742.1
JQ889854.1	MW311743.1
JQ889854.1	MW311744.1
JQ889854.1	MW311748.1
JQ889854.1	MW312135.1
JQ889854.1	MW312351.1
JQ889854.1	MW311749.1
JQ889854.1	MW311750.1
JQ889854.1	MW311751.1
JQ889854.1	MW311752.1
JQ889854.1	MW311782.1
JQ889854.1	MW312159.1
JQ889854.1	MW311753.1
JQ889854.1	MW311754.1
JQ889854.1	MW311755.1
JQ889854.1	MW311756.1
JQ889854.1	MW311757.1
JQ889854.1	MW311761.1
JQ889854.1	MW311762.1
JQ889854.1	MW311717.1
JQ889854.1	MW311763.1
JQ889854.1	MW311764.1
JQ889854.1	MW311765.1
JQ889854.1	MW311776.1
JQ889854.1	MW312410.1
JQ889854.1	MW312417.1
JQ889854.1	MW312427.1
JQ889854.1	MW311766.1
JQ889854.1	MW311767.1
JQ889854.1	MW311769.1
JQ889854.1	MW311771.1
JQ889854.1	MW311772.1
JQ889854.1	MW311711.1
JQ889854.1	MW311773.1
JQ889854.1	MW311778.1
JQ889854.1	MW311779.1
JQ889854.1	MW311780.1
JQ889854.1	MW311777.1
JQ889854.1	MW311789.1
JQ889854.1	MW312332.1
JQ889854.1	MW312424.1
JQ889854.1	MW311783.1
JQ889854.1	MW312315.1
JQ889854.1	MW312409.1
JQ889854.1	MW311786.1
JQ889854.1	MW311787.1
JQ889854.1	MW311788.1
JQ889854.1	MW311702.1
JQ889854.1	MW311790.1
JQ889854.1	MW311792.1
JQ889854.1	MW311794.1
JQ889854.1	MW311795.1
JQ889854.1	MW311796.1
JQ889854.1	MW311797.1
JQ889854.1	MW311798.1
JQ889854.1	MW311799.1
JQ889854.1	MW311801.1
JQ889854.1	MW311803.1
JQ889854.1	MW311805.1
JQ889854.1	MW311806.1
JQ889854.1	MW311808.1
JQ889854.1	MW311810.1
JQ889854.1	MW313825.1
JQ889854.1	MW311811.1
JQ889854.1	MW311814.1
JQ889854.1	MW311700.1
JQ889854.1	MW311815.1
JQ889854.1	MW311816.1
JQ889854.1	MW311817.1
JQ889854.1	MW311818.1
JQ889854.1	MW311819.1
JQ889854.1	MW311820.1
JQ889854.1	MW311823.1
JQ889854.1	MW311824.1
JQ889854.1	MW311825.1
JQ889854.1	MW311826.1
JQ889854.1	MW311828.1
JQ889854.1	MW311829.1
JQ889854.1	MW313699.1
JQ889854.1	MW311830.1
JQ889854.1	MW311831.1
JQ889854.1	MW311832.1
JQ889854.1	MW311833.1
JQ889854.1	MW311834.1
JQ889854.1	MW311835.1
JQ889854.1	MW311837.1
JQ889854.1	MW311838.1
JQ889854.1	MW311839.1
JQ889854.1	MW311841.1
JQ889854.1	MW311842.1
JQ889854.1	MW311843.1
JQ889854.1	MW313723.1
JQ889854.1	MW311844.1
JQ889854.1	MW311845.1
JQ889854.1	MW311847.1
JQ889854.1	MW311849.1
JQ889854.1	MW311850.1
JQ889854.1	MW311852.1
JQ889854.1	MW313832.1
JQ889854.1	MW311855.1
JQ889854.1	MW311857.1
JQ889854.1	MW311858.1
JQ889854.1	MW313785.1
JQ889854.1	MW311859.1
JQ889854.1	MW311861.1
JQ889854.1	MW311863.1
JQ889854.1	MW311864.1
JQ889854.1	MW311865.1
JQ889854.1	MW311866.1
JQ889854.1	MW311867.1
JQ889854.1	MW311868.1
JQ889854.1	MW313742.1
JQ889854.1	MW311870.1
JQ889854.1	MW311871.1
JQ889854.1	MW311873.1
JQ889854.1	MW311874.1
JQ889854.1	MW311875.1
JQ889854.1	MW313754.1
JQ889854.1	MW311876.1
JQ889854.1	MW311877.1
JQ889854.1	MW311879.1
JQ889854.1	MW311880.1
JQ889854.1	MW311881.1
JQ889854.1	MW311882.1
JQ889854.1	MW311884.1
JQ889854.1	MW311715.1
JQ889854.1	MW311886.1
JQ889854.1	MW311887.1
JQ889854.1	MW311889.1
JQ889854.1	MW311890.1
JQ889854.1	MW311891.1
JQ889854.1	MW311892.1
JQ889854.1	MW311894.1
JQ889854.1	MW311896.1
JQ889854.1	MW311897.1
JQ889854.1	MW311899.1
JQ889854.1	MW311903.1
JQ889854.1	MW311906.1
JQ889854.1	MW311908.1
JQ889854.1	MW311912.1
JQ889854.1	MW311914.1
JQ889854.1	MW311917.1
JQ889854.1	MW311921.1
JQ889854.1	MW311926.1
JQ889854.1	MW311929.1
JQ889854.1	MW311931.1
JQ889854.1	MW311932.1
JQ889854.1	MW311933.1
JQ889854.1	MW311934.1
JQ889854.1	MW313714.1
JQ889854.1	MW311935.1
JQ889854.1	MW311936.1
JQ889854.1	MW311939.1
JQ889854.1	MW311940.1
JQ889854.1	MW311941.1
JQ889854.1	MW311942.1
JQ889854.1	MW311943.1
JQ889854.1	MW311947.1
JQ889854.1	MW311948.1
JQ889854.1	MW311952.1
JQ889854.1	MW311955.1
JQ889854.1	MW311956.1
JQ889854.1	MW311963.1
JQ889854.1	MW311965.1
JQ889854.1	MW311967.1
JQ889854.1	MW311971.1
JQ889854.1	MW311975.1
JQ889854.1	MW311977.1
JQ889854.1	MW311978.1
JQ889854.1	MW311979.1
JQ889854.1	MW311981.1
JQ889854.1	MW311982.1
JQ889854.1	MW311984.1
JQ889854.1	MW311986.1
JQ889854.1	MW311987.1
JQ889854.1	MW311989.1
JQ889854.1	MW311994.1
JQ889854.1	MW311996.1
JQ889854.1	MW311999.1
JQ889854.1	MW313760.1
JQ889854.1	MW312000.1
JQ889854.1	MW312001.1
JQ889854.1	MW312003.1
JQ889854.1	MW313702.1
JQ889854.1	MW312005.1
JQ889854.1	MW312007.1
JQ889854.1	MW312011.1
JQ889854.1	MW312012.1
JQ889854.1	MW312014.1
JQ889854.1	MW312015.1
JQ889854.1	MW312019.1
JQ889854.1	MW312020.1
JQ889854.1	MW313763.1
JQ889854.1	MW312022.1
JQ889854.1	MW312023.1
JQ889854.1	MW312024.1
JQ889854.1	MW312025.1
JQ889854.1	MW312028.1
JQ889854.1	MW312029.1
JQ889854.1	MW312030.1
JQ889854.1	MW312032.1
JQ889854.1	MW312035.1
JQ889854.1	MW312040.1
JQ889854.1	MW312041.1
JQ889854.1	MW312042.1
JQ889854.1	MW312045.1
JQ889854.1	MW312049.1
JQ889854.1	MW312051.1
JQ889854.1	MW312052.1
JQ889854.1	MW312055.1
JQ889854.1	MW312057.1
JQ889854.1	MW312059.1
JQ889854.1	MW312072.1
JQ889854.1	MW312227.1
JQ889854.1	MW312448.1
JQ889854.1	MW312060.1
JQ889854.1	MW312061.1
JQ889854.1	MW312064.1
JQ889854.1	MW312066.1
JQ889854.1	MW312067.1
JQ889854.1	MW312069.1
JQ889854.1	MW312073.1
JQ889854.1	MW312279.1
JQ889854.1	MW312447.1
JQ889854.1	MW312071.1
JQ889854.1	MW312065.1
JQ889854.1	MW312074.1
JQ889854.1	MW312076.1
JQ889854.1	MW312077.1
JQ889854.1	MW312078.1
JQ889854.1	MW312079.1
JQ889854.1	MW312082.1
JQ889854.1	MW312083.1
JQ889854.1	MW312084.1
JQ889854.1	MW312085.1
JQ889854.1	MW312086.1
JQ889854.1	MW312087.1
JQ889854.1	MW312088.1
JQ889854.1	MW312089.1
JQ889854.1	MW312090.1
JQ889854.1	MW312092.1
JQ889854.1	MW312093.1
JQ889854.1	MW312094.1
JQ889854.1	MW312096.1
JQ889854.1	MW312097.1
JQ889854.1	MW311696.1
JQ889854.1	MW312098.1
JQ889854.1	MW312099.1
JQ889854.1	MW312100.1
JQ889854.1	MW313727.1
JQ889854.1	MW312101.1
JQ889854.1	MW312103.1
JQ889854.1	MW312104.1
JQ889854.1	MW312105.1
JQ889854.1	MW312106.1
JQ889854.1	MW312107.1
JQ889854.1	MW311758.1
JQ889854.1	MW312109.1
JQ889854.1	MW312111.1
JQ889854.1	MW312112.1
JQ889854.1	MW312113.1
JQ889854.1	MW312115.1
JQ889854.1	MW312117.1
JQ889854.1	MW312118.1
JQ889854.1	MW311760.1
JQ889854.1	MW312119.1
JQ889854.1	MW312361.1
JQ889854.1	MW312387.1
JQ889854.1	MW312120.1
JQ889854.1	MW312121.1
JQ889854.1	MW312125.1
JQ889854.1	MW311736.1
JQ889854.1	MW312127.1
JQ889854.1	MW312128.1
JQ889854.1	MW312131.1
JQ889854.1	MW312132.1
JQ889854.1	MW312133.1
JQ889854.1	MW312367.1
JQ889854.1	MW312404.1
JQ889854.1	MW312137.1
JQ889854.1	MW312138.1
JQ889854.1	MW311686.1
JQ889854.1	MW312139.1
JQ889854.1	MW312140.1
JQ889854.1	MW312143.1
JQ889854.1	MW312144.1
JQ889854.1	MW312145.1
JQ889854.1	MW312146.1
JQ889854.1	MW312148.1
JQ889854.1	MW312150.1
JQ889854.1	MW312154.1
JQ889854.1	MW312156.1
JQ889854.1	MW312157.1
JQ889854.1	MW312160.1
JQ889854.1	MW312161.1
JQ889854.1	MW312164.1
JQ889854.1	MW312165.1
JQ889854.1	MW312166.1
JQ889854.1	MW312168.1
JQ889854.1	MW312170.1
JQ889854.1	MW312185.1
JQ889854.1	MW312193.1
JQ889854.1	MW312195.1
JQ889854.1	MW312199.1
JQ889854.1	MW312206.1
JQ889854.1	MW312207.1
JQ889854.1	MW312210.1
JQ889854.1	MW312214.1
JQ889854.1	MW312218.1
JQ889854.1	MW312219.1
JQ889854.1	MW312058.1
JQ889854.1	MW312225.1
JQ889854.1	MW312226.1
JQ889854.1	MW313771.1
JQ889854.1	MW312231.1
JQ889854.1	MW312233.1
JQ889854.1	MW312236.1
JQ889854.1	MW313366.1
JQ889854.1	MW313367.1
JQ889854.1	MW313726.1
JQ889854.1	MW312239.1
JQ889854.1	MW312240.1
JQ889854.1	MW312246.1
JQ889854.1	MW312247.1
JQ889854.1	MW312255.1
JQ889854.1	MW312257.1
JQ889854.1	MW312259.1
JQ889854.1	MW312260.1
JQ889854.1	MW312262.1
JQ889854.1	MW312263.1
JQ889854.1	MW312268.1
JQ889854.1	MW312056.1
JQ889854.1	MW312270.1
JQ889854.1	MW312272.1
JQ889854.1	MW312274.1
JQ889854.1	MW312276.1
JQ889854.1	MW312277.1
JQ889854.1	MW312282.1
JQ889854.1	MW312290.1
JQ889854.1	MW312291.1
JQ889854.1	MW312292.1
JQ889854.1	MW313692.1
JQ889854.1	MW312294.1
JQ889854.1	MW312295.1
JQ889854.1	MW312296.1
JQ889854.1	MW312297.1
JQ889854.1	MW312298.1
JQ889854.1	MW312299.1
JQ889854.1	MW312300.1
JQ889854.1	MW312301.1
JQ889854.1	MW312302.1
JQ889854.1	MW312303.1
JQ889854.1	MW312305.1
JQ889854.1	MW312306.1
JQ889854.1	MW312307.1
JQ889854.1	MW312310.1
JQ889854.1	MW312311.1
JQ889854.1	MW312312.1
JQ889854.1	MW312313.1
JQ889854.1	MW311775.1
JQ889854.1	MW312314.1
JQ889854.1	MW312316.1
JQ889854.1	MW312317.1
JQ889854.1	MW312318.1
JQ889854.1	MW312319.1
JQ889854.1	MW312320.1
JQ889854.1	MW312322.1
JQ889854.1	MW311774.1
JQ889854.1	MW312323.1
JQ889854.1	MW312324.1
JQ889854.1	MW312325.1
JQ889854.1	MW312326.1
JQ889854.1	MW312328.1
JQ889854.1	MW312329.1
JQ889854.1	MW312330.1
JQ889854.1	MW312331.1
JQ889854.1	MW312333.1
JQ889854.1	MW312334.1
JQ889854.1	MW312337.1
JQ889854.1	MW312338.1
JQ889854.1	MW312339.1
JQ889854.1	MW312340.1
JQ889854.1	MW312342.1
JQ889854.1	MW311791.1
JQ889854.1	MW312343.1
JQ889854.1	MW312344.1
JQ889854.1	MW312346.1
JQ889854.1	MW311793.1
JQ889854.1	MW312348.1
JQ889854.1	MW312349.1
JQ889854.1	MW312352.1
JQ889854.1	MW312354.1
JQ889854.1	MW312355.1
JQ889854.1	MW312356.1
JQ889854.1	MW312357.1
JQ889854.1	MW312358.1
JQ889854.1	MW312359.1
JQ889854.1	MW312362.1
JQ889854.1	MW312363.1
JQ889854.1	MW312365.1
JQ889854.1	MW312366.1
JQ889854.1	MW312368.1
JQ889854.1	MW311729.1
JQ889854.1	MW312016.1
JQ889854.1	MW312371.1
JQ889854.1	MW312373.1
JQ889854.1	MW312374.1
JQ889854.1	MW312375.1
JQ889854.1	MW312376.1
JQ889854.1	MW312377.1
JQ889854.1	MW312378.1
JQ889854.1	MW312379.1
JQ889854.1	MW312380.1
JQ889854.1	MW311784.1
JQ889854.1	MW312381.1
JQ889854.1	MW312382.1
JQ889854.1	MW312384.1
JQ889854.1	MW312385.1
JQ889854.1	MW312388.1
JQ889854.1	MW312389.1
JQ889854.1	MW312390.1
JQ889854.1	MW311770.1
JQ889854.1	MW312391.1
JQ889854.1	MW312392.1
JQ889854.1	MW312393.1
JQ889854.1	MW311781.1
JQ889854.1	MW312394.1
JQ889854.1	MW312395.1
JQ889854.1	MW312396.1
JQ889854.1	MW312399.1
JQ889854.1	MW312401.1
JQ889854.1	MW312402.1
JQ889854.1	MW312403.1
JQ889854.1	MW312405.1
JQ889854.1	MW312406.1
JQ889854.1	MW311768.1
JQ889854.1	MW312407.1
JQ889854.1	MW312408.1
JQ889854.1	MW312411.1
JQ889854.1	MW312412.1
JQ889854.1	MW312413.1
JQ889854.1	MW312353.1
JQ889854.1	MW312414.1
JQ889854.1	MW312415.1
JQ889854.1	MW312416.1
JQ889854.1	MW312309.1
JQ889854.1	MW312418.1
JQ889854.1	MW312419.1
JQ889854.1	MW312420.1
JQ889854.1	MW312421.1
JQ889854.1	MW312304.1
JQ889854.1	MW312347.1
JQ889854.1	MW312422.1
JQ889854.1	MW312386.1
JQ889854.1	MW312423.1
JQ889854.1	MW312425.1
JQ889854.1	MW312426.1
JQ889854.1	MW312428.1
JQ889854.1	MW312370.1
JQ889854.1	MW312429.1
JQ889854.1	MW312430.1
JQ889854.1	MW312369.1
JQ889854.1	MW312431.1
JQ889854.1	MW312432.1
JQ889854.1	MW312336.1
JQ889854.1	MW312434.1
JQ889854.1	MW312435.1
JQ889854.1	MW312437.1
JQ889854.1	MW312438.1
JQ889854.1	MW312439.1
JQ889854.1	MW312440.1
JQ889854.1	MW312441.1
JQ889854.1	MW312442.1
JQ889854.1	MW312443.1
JQ889854.1	MW312444.1
JQ889854.1	MW312445.1
JQ889854.1	MW312075.1
JQ889854.1	MW312446.1
JQ889854.1	MW312449.1
JQ889854.1	MW312450.1
JQ889854.1	MW312451.1
JQ889854.1	MW312452.1
JQ889854.1	MW312456.1
JQ889854.1	MW312753.1
JQ889854.1	MW312754.1
JQ889854.1	MW312759.1
JQ889854.1	MW312774.1
JQ889854.1	MW312776.1
JQ889854.1	MW313772.1
JQ889854.1	MW312786.1
JQ889854.1	MW312793.1
JQ889854.1	MW312795.1
JQ889854.1	MW312803.1
JQ889854.1	MW312812.1
JQ889854.1	MW312817.1
JQ889854.1	MW312818.1
JQ889854.1	MW312819.1
JQ889854.1	MW312845.1
JQ889854.1	MW312853.1
JQ889854.1	MW312860.1
JQ889854.1	MW312868.1
JQ889854.1	MW312874.1
JQ889854.1	MW312875.1
JQ889854.1	MW313821.1
JQ889854.1	MW312877.1
JQ889854.1	MW312879.1
JQ889854.1	MW312880.1
JQ889854.1	MW312883.1
JQ889854.1	MW312895.1
JQ889854.1	MW312908.1
JQ889854.1	MW312914.1
JQ889854.1	MW312920.1
JQ889854.1	MW312929.1
JQ889854.1	MW312963.1
JQ889854.1	MW312978.1
JQ889854.1	MW312980.1
JQ889854.1	MW312983.1
JQ889854.1	MW312997.1
JQ889854.1	MW313002.1
JQ889854.1	MW313005.1
JQ889854.1	MW313028.1
JQ889854.1	MW313659.1
JQ889854.1	MW313030.1
JQ889854.1	MW313031.1
JQ889854.1	MW313036.1
JQ889854.1	MW313050.1
JQ889854.1	MW313661.1
JQ889854.1	MW313054.1
JQ889854.1	MW313087.1
JQ889854.1	MW313070.1
JQ889854.1	MW313072.1
JQ889854.1	MW313075.1
JQ889854.1	MW313076.1
JQ889854.1	MW313663.1
JQ889854.1	MW313078.1
JQ889854.1	MW313664.1
JQ889854.1	MW313083.1
JQ889854.1	MW313085.1
JQ889854.1	MW313093.1
JQ889854.1	MW313096.1
JQ889854.1	MW313097.1
JQ889854.1	MW311591.1
JQ889854.1	MW313098.1
JQ889854.1	MW313099.1
JQ889854.1	MW313104.1
JQ889854.1	MW313105.1
JQ889854.1	MW313106.1
JQ889854.1	MW313107.1
JQ889854.1	MW313109.1
JQ889854.1	MW313110.1
JQ889854.1	MW313112.1
JQ889854.1	MW313125.1
JQ889854.1	MW313126.1
JQ889854.1	MW313127.1
JQ889854.1	MW313131.1
JQ889854.1	MW313134.1
JQ889854.1	MW313135.1
JQ889854.1	MW313137.1
JQ889854.1	MW313138.1
JQ889854.1	MW313139.1
JQ889854.1	MW313142.1
JQ889854.1	MW313157.1
JQ889854.1	MW313159.1
JQ889854.1	MW313161.1
JQ889854.1	MW313165.1
JQ889854.1	MW313172.1
JQ889854.1	MW313174.1
JQ889854.1	MK303578.1
JQ889854.1	MK303579.1
JQ889854.1	KC810005.1
JQ889854.1	AY152840.1
JQ889854.1	AY152841.1
JQ889854.1	AF458986.1
JQ889854.1	AF458987.1
JQ889854.1	AF458988.1
JQ889854.1	AF458989.1
JQ889854.1	AF458991.1
JQ889854.1	AF458992.1
JQ889854.1	AF458993.1
JQ889854.1	AF458997.1
JQ889854.1	MW313177.1
JQ889854.1	MW313184.1
JQ889854.1	MW313191.1
JQ889854.1	MW313193.1
JQ889854.1	MW313198.1
JQ889854.1	MW313199.1
JQ889854.1	MW313203.1
JQ889854.1	MW313206.1
JQ889854.1	MW313219.1
JQ889854.1	MW313222.1
JQ889854.1	MW313227.1
JQ889854.1	MW313230.1
JQ889854.1	MW313232.1
JQ889854.1	MW313234.1
JQ889854.1	MW313236.1
JQ889854.1	MW313237.1
JQ889854.1	MW313238.1
JQ889854.1	MW313239.1
JQ889854.1	MW313244.1
JQ889854.1	MW313246.1
JQ889854.1	MW313247.1
JQ889854.1	MW313257.1
JQ889854.1	MW313258.1
JQ889854.1	MW313262.1
JQ889854.1	MW313269.1
JQ889854.1	MW313272.1
JQ889854.1	MW313273.1
JQ889854.1	MW313279.1
JQ889854.1	MW313280.1
JQ889854.1	MW313285.1
JQ889854.1	MW313286.1
JQ889854.1	MW313292.1
JQ889854.1	MW313294.1
JQ889854.1	MW313300.1
JQ889854.1	MW313302.1
JQ889854.1	MW313306.1
JQ889854.1	MW313312.1
JQ889854.1	MW313313.1
JQ889854.1	MW313320.1
JQ889854.1	MW313333.1
JQ889854.1	MW313335.1
JQ889854.1	MW313337.1
JQ889854.1	MW313340.1
JQ889854.1	MW313346.1
JQ889854.1	MW313353.1
JQ889854.1	MW313363.1
JQ889854.1	MW313368.1
JQ889854.1	MW313369.1
JQ889854.1	MW313370.1
JQ889854.1	MW312827.1
JQ889854.1	MW313371.1
JQ889854.1	MW313372.1
JQ889854.1	MW313373.1
JQ889854.1	MW313380.1
JQ889854.1	MW313385.1
JQ889854.1	MW313390.1
JQ889854.1	MW313392.1
JQ889854.1	MW313395.1
JQ889854.1	MW313399.1
JQ889854.1	MW313401.1
JQ889854.1	MW313402.1
JQ889854.1	MW313794.1
JQ889854.1	MW313411.1
JQ889854.1	MW313419.1
JQ889854.1	MW313426.1
JQ889854.1	MW313435.1
JQ889854.1	MW313438.1
JQ889854.1	MW313439.1
JQ889854.1	MW313442.1
JQ889854.1	MW313453.1
JQ889854.1	MW313471.1
JQ889854.1	MW313473.1
JQ889854.1	MW313769.1
JQ889854.1	MW313475.1
JQ889854.1	MW313710.1
JQ889854.1	MW313476.1
JQ889854.1	MW313479.1
JQ889854.1	MW313481.1
JQ889854.1	MW313492.1
JQ889854.1	MW313496.1
JQ889854.1	MW313497.1
JQ889854.1	MW313773.1
JQ889854.1	MW313500.1
JQ889854.1	MW313505.1
JQ889854.1	MW313509.1
JQ889854.1	MW313510.1
JQ889854.1	MW313513.1
JQ889854.1	MW313514.1
JQ889854.1	MW313516.1
JQ889854.1	MW313518.1
JQ889854.1	MW313725.1
JQ889854.1	MW313520.1
JQ889854.1	MW313729.1
JQ889854.1	MW313522.1
JQ889854.1	MW313523.1
JQ889854.1	MW313529.1
JQ889854.1	MW313532.1
JQ889854.1	MW313536.1
JQ889854.1	MW313538.1
JQ889854.1	MW313540.1
JQ889854.1	MW313543.1
JQ889854.1	MW313547.1
JQ889854.1	MW313829.1
JQ889854.1	MW313552.1
JQ889854.1	MW313555.1
JQ889854.1	MW313559.1
JQ889854.1	MW313561.1
JQ889854.1	MW313562.1
JQ889854.1	MW313840.1
JQ889854.1	MW313565.1
JQ889854.1	MW313567.1
JQ889854.1	MW313571.1
JQ889854.1	MW313575.1
JQ889854.1	MW313577.1
JQ889854.1	MW313582.1
JQ889854.1	MW313586.1
JQ889854.1	MW313593.1
JQ889854.1	MW313595.1
JQ889854.1	MW313596.1
JQ889854.1	MW313601.1
JQ889854.1	MW313617.1
JQ889854.1	MW313625.1
JQ889854.1	MW313703.1
JQ889854.1	MW313627.1
JQ889854.1	MW313632.1
JQ889854.1	MW313633.1
JQ889854.1	MW313636.1
JQ889854.1	MW313640.1
JQ889854.1	MW313835.1
JQ889854.1	MW313641.1
JQ889854.1	MW313690.1
JQ889854.1	MW313644.1
JQ889854.1	MW313650.1
JQ889854.1	MW313655.1
JQ889854.1	MW313665.1
JQ889854.1	MW311998.1
JQ889854.1	MW313667.1
JQ889854.1	MW313668.1
JQ889854.1	MW313669.1
JQ889854.1	MW313670.1
JQ889854.1	MW313671.1
JQ889854.1	MW313672.1
JQ889854.1	MW313673.1
JQ889854.1	MW313674.1
JQ889854.1	MW313675.1
JQ889854.1	MW313676.1
JQ889854.1	MW313677.1
JQ889854.1	MW312278.1
JQ889854.1	MW313056.1
JQ889854.1	MW313084.1
JQ889854.1	MW313086.1
JQ889854.1	MW313088.1
JQ889854.1	MW313089.1
JQ889854.1	MW313090.1
JQ889854.1	MW313091.1
JQ889854.1	MW313092.1
JQ889854.1	MW313660.1
JQ889854.1	MW313666.1
JQ889854.1	MW313696.1
JQ889854.1	MW313715.1
JQ889854.1	MW313765.1
JQ889854.1	MW313781.1
JQ889854.1	MW313678.1
JQ889854.1	MW313680.1
JQ889854.1	MW313681.1
JQ889854.1	MW313682.1
JQ889854.1	MW313685.1
JQ889854.1	MW313686.1
JQ889854.1	MW313687.1
JQ889854.1	MW313688.1
JQ889854.1	MW313689.1
JQ889854.1	MW313691.1
JQ889854.1	MW313064.1
JQ889854.1	MW313693.1
JQ889854.1	MW313694.1
JQ889854.1	MW313695.1
JQ889854.1	MW313697.1
JQ889854.1	MW313698.1
JQ889854.1	MW313700.1
JQ889854.1	MW313704.1
JQ889854.1	MW313705.1
JQ889854.1	MW313707.1
JQ889854.1	MW313708.1
JQ889854.1	MW312062.1
JQ889854.1	MW312234.1
JQ889854.1	MW313709.1
JQ889854.1	MW313712.1
